event_id,ticker,company_name,created_at,author_handle,text_raw,query_used,post_uri,has_cashtag,has_plain_ticker,has_company,has_earnings_term,match_score,relevance_label
NVDA_Q4_2025_2025-02-26,NVDA,NVIDIA CORP,2026-04-12T16:31:32.715279+00:00,financeradar.bsky.social,"I'll be keeping a close eye on tech stocks like AMD and NVDA, whose high-growth narratives might get disrupted by guidance. Their Q1 earnings will be a crucial indicator of the rebound's sustainability.",NVDA earnings,at://did:plc:qpe2wiibcb3uxc45ob5y5fdr/app.bsky.feed.post/3mjcrn4fgbm2m,False,True,False,True,2,high
NVDA_Q4_2025_2025-02-26,NVDA,NVIDIA CORP,2026-04-12T04:19:42.125Z,insiderdashboard.bsky.social,"$NVDA reported earnings today, this is their revenue breakdown compared to competitors.

See more at https://www.insiderdashboard.com/search?query=AAPL",NVDA earnings,at://did:plc:ap56m7pvnz4lnrtaguxiuawm/app.bsky.feed.post/3mjbiqhy6qi2k,True,True,False,True,3,high
NVDA_Q4_2025_2025-02-26,NVDA,NVIDIA CORP,2026-04-11T13:05:20Z,fazencapital.bsky.social,"Dow Jones Futures Rise on Iran Talks, Big-Tech Earnings: Dow futures rose ~0.3% on Apr 11, 2026 as Iran talks and Q1 earnings for GOOGL, AMZN and NVDA influenced flows; IBD flagged those names as buy areas. 👈 Read full analysis #DowJones #FuturesTrading #BigTechEarnings #FinanceNews #Investing",NVDA earnings,at://did:plc:xka4juannwsptr5z3eekxidr/app.bsky.feed.post/3mj7vnhz7cm2f,False,True,False,True,2,high
NVDA_Q4_2025_2025-02-26,NVDA,NVIDIA CORP,2026-04-11T06:15:31.956554Z,stockmaster70.bsky.social,"Micron Technology Rides AI Data Center Gravy Train - Investor's Business Daily ($GOOG $NVDA $MSFT)
Micron stock slid Thursday despite the memory-chip giant delivering a beat-and-raise fiscal third-quarter earnings report.",NVDA earnings,at://did:plc:xnqj7rzag6oazgj2gidiwyc6/app.bsky.feed.post/3mj76qpkclq2u,True,True,False,True,3,high
NVDA_Q4_2025_2025-02-26,NVDA,NVIDIA CORP,2026-04-11T03:43:53.670Z,insiderdashboard.bsky.social,"$NVDA reported earnings today, this is their revenue breakdown compared to competitors.

See more at https://www.insiderdashboard.com/search?query=AAPL",NVDA earnings,at://did:plc:ap56m7pvnz4lnrtaguxiuawm/app.bsky.feed.post/3mj6wbjjply2w,True,True,False,True,3,high
NVDA_Q4_2025_2025-02-26,NVDA,NVIDIA CORP,2026-04-10T20:42:23.568Z,screenerdaily.bsky.social,$NVDA is proving once again why they lead the pack. They just announced a record-breaking earnings beat that shows they are effectively owning the entire tech sector. This is a clear sign of a company that isn't just growing—it's dominating the competition.,NVDA earnings,at://did:plc:tpzk4ngaipnqy6tblyuxvssq/app.bsky.feed.post/3mj66pszmck2w,True,True,False,True,3,high
NVDA_Q4_2025_2025-02-26,NVDA,NVIDIA CORP,2026-04-10T12:20:12.179Z,sharesifysocial.bsky.social,"Sharesify podcast 10 April 2026:

Join the team as they discuss the bumper rally in US tech stocks, the outlook for US Q1 earnings, companies reporting next week and UK dividend 'super-heroes'.

#AVGO #GOOG #JPM #NFLX #NVDA #TSCO

sharesify.com/sharesify-po...",NVDA earnings,at://did:plc:2hwxgpgvitufbxqadhgumek3/app.bsky.feed.post/3mj5cntgwls2p,False,True,False,True,2,high
NVDA_Q4_2025_2025-02-26,NVDA,NVIDIA CORP,2026-04-10T04:14:30.399Z,insiderdashboard.bsky.social,"$NVDA reported earnings today, this is their revenue breakdown compared to competitors.

See more at https://www.insiderdashboard.com/search?query=AAPL",NVDA earnings,at://did:plc:ap56m7pvnz4lnrtaguxiuawm/app.bsky.feed.post/3mj4hjdtf3j2d,True,True,False,True,3,high
NVDA_Q4_2025_2025-02-26,NVDA,NVIDIA CORP,2026-04-09T20:04:00.823Z,chetwarmund.bsky.social,"Even if you could predict the future... NVDA at ~10x 2030 earnings vs TSLA at ~40x. One is pricing in perfection, the other is already delivering. Our portfolio owns the one scaling with AI infrastructure demand.",NVDA earnings,at://did:plc:bigg4fvlcvmeeoivkgzmb2ub/app.bsky.feed.post/3mj3m4bjdr22h,False,True,False,True,2,high
NVDA_Q4_2025_2025-02-26,NVDA,NVIDIA CORP,2026-04-09T05:13:36.084Z,screenerdaily.bsky.social,"$NVDA shattered expectations, reporting an earnings beat that blew past estimates, fueled by insatiable demand for its AI chips. They also significantly hiked next quarter’s guidance! This isn't just growth; it's a declaration of continued dominance in the AI arms race.",NVDA earnings,at://did:plc:tpzk4ngaipnqy6tblyuxvssq/app.bsky.feed.post/3mj22e3qpwk23,True,True,False,True,3,high
NVDA_Q4_2025_2025-02-26,NVDA,NVIDIA CORP,2026-04-06T15:39:03.846Z,insiderdashboard.bsky.social,"$NVDA reported earnings today, this is their revenue breakdown compared to competitors.

See more at https://www.insiderdashboard.com/search?query=AAPL",NVDA earnings,at://did:plc:ap56m7pvnz4lnrtaguxiuawm/app.bsky.feed.post/3mitlvqklz32x,True,True,False,True,3,high
NVDA_Q4_2025_2025-02-26,NVDA,NVIDIA CORP,2026-04-06T15:05:20.492408+00:00,economyapp.extwitter.link,"$NVDA is now trading at 21x forward earnings.

Cheaper than the S&P 500 average for the first time in over a decade.

Meanwhile, $AAPL trades at nearly 30x.

Which one beats the market from here?",NVDA earnings,at://did:plc:kio5ffqovakoioxtxbuat6mr/app.bsky.feed.post/3mitjzgyqaz23,True,True,False,True,3,high
NVDA_Q4_2025_2025-02-26,NVDA,NVIDIA CORP,2026-04-06T11:19:18.098877Z,astroconomics.bsky.social,"🚀 Titan-10 digest: NVDA holds NeuroScore 0.78/1.00 · Earnings Growth Yoy ↑0.09.
Implication: 1M momentum leader DOCN +62.5%.
https://astroconomics.ai?utm_source=social&utm_medium=post&utm_campaign=astro
#Markets #Semis #Astroconomics #Earnings

Not investment advice. For research only.",NVDA earnings,at://did:plc:tkkrxts32hu5whkyi4ch7jnk/app.bsky.feed.post/3mit5fawk6r2g,False,True,False,True,2,high
NVDA_Q4_2025_2025-02-26,NVDA,NVIDIA CORP,2026-04-06T04:14:09.356Z,insiderdashboard.bsky.social,"$NVDA reported earnings today, this is their revenue breakdown compared to competitors.

See more at https://www.insiderdashboard.com/search?query=AAPL",NVDA earnings,at://did:plc:ap56m7pvnz4lnrtaguxiuawm/app.bsky.feed.post/3misfmzvz5m2j,True,True,False,True,3,high
NVDA_Q4_2025_2025-02-26,NVDA,NVIDIA CORP,2026-04-05T11:15:32.792961Z,stockmaster70.bsky.social,"S&P 500 futures slide as Nvidia shares tumble, traders await retail sales data: Live updates - CNBC ($NVDA)
Coming off a muted day for stocks, Wall Street investors looked ahead to more first-quarter earnings and a key retail sales report.",NVDA earnings,at://did:plc:xnqj7rzag6oazgj2gidiwyc6/app.bsky.feed.post/3miqmpnpys72d,True,True,False,True,3,high
NVDA_Q4_2025_2025-02-26,NVDA,NVIDIA CORP,2026-04-05T04:07:19.467Z,insiderdashboard.bsky.social,"$NVDA reported earnings today, this is their revenue breakdown compared to competitors.

See more at https://www.insiderdashboard.com/search?query=AAPL",NVDA earnings,at://did:plc:ap56m7pvnz4lnrtaguxiuawm/app.bsky.feed.post/3mipurvgknt2m,True,True,False,True,3,high
