event_id,ticker,company_name,created_at,author_handle,text_raw,query_used,post_uri,has_cashtag,has_plain_ticker,has_company,has_earnings_term,match_score,relevance_label
TSLA_Q4_2023_2024-01-29,TSLA,"Tesla,",2026-04-11T20:02:13.141Z,newsstocks.bsky.social,"Tesla (TSLA) Faces 8-Week Stock Decline, Analysts Adjust Earnings Estimates

Tesla, Inc. (TSLA) has experienced an eight-week decline attributed to reduced earnings estimates fol…

https://newsstocks.live/news/tesla-tsla-faces-8-week-stock-decline-analysts-adjust-earnings-estimates #Finance #Markets",TSLA earnings,at://did:plc:bdxufr7cirpo7bp5zdbke5jo/app.bsky.feed.post/3mjamwvolv62d,False,True,True,True,3,high
TSLA_Q4_2023_2024-01-29,TSLA,"Tesla,",2026-04-11T07:34:16.863Z,a4xrbj1.bsky.social,"/5

Yet, $TSLA still trades at a massive premium—around 170x estimated 2026 earnings. The valuation is heavily reliant on long-term AI hype, including the robo-taxi rollout and humanoid robots. It’s a battle between market mechanics and AI optimism.",TSLA earnings,at://did:plc:36v5mrng22efx5bxxy3yqdfb/app.bsky.feed.post/3mj7d5icxdk2h,True,True,False,True,3,high
TSLA_Q4_2023_2024-01-29,TSLA,"Tesla,",2026-04-11T07:33:19.948Z,a4xrbj1.bsky.social,"/2

Despite losing the options market support that drove previous rallies, $TSLA still trades at ~170x 2026 earnings. The current lifeline holding up that sky-high valuation? Long-term investor optimism around AI, robo-taxis, and humanoid robots. Will the hype hold?",TSLA earnings,at://did:plc:36v5mrng22efx5bxxy3yqdfb/app.bsky.feed.post/3mj7d3s22bs2h,True,True,False,True,3,high
TSLA_Q4_2023_2024-01-29,TSLA,"Tesla,",2026-04-10T12:49:56.001Z,followtheh.bsky.social,"Last night JPM cut its $TSLA 2026 earnings estimate to $1.80/share - below  the street which is now at $1.94. 
Four years ago today the street estimated $TSLA would make $9.70 this year

the stonk is basically unchanged since (and is trading 178x numbers that will keep getting cut)",TSLA earnings,at://did:plc:y3cfhqre6iuilnhwp23fgl2v/app.bsky.feed.post/3mj5ecyr5p62m,True,True,False,True,3,high
TSLA_Q4_2023_2024-01-29,TSLA,"Tesla,",2026-04-09T23:56:10+00:00,beyondlink.bsky.social,Tesla Must Reckon with a ‘Material Collapse’ in Performance Ahead of Earnings. What Will the Outcome Be for TSLA Stock?,TSLA earnings,at://did:plc:joxpffdd3w44tpol34fkx3rk/app.bsky.feed.post/3mj3z3ijumq27,False,True,False,True,2,high
TSLA_Q4_2023_2024-01-29,TSLA,"Tesla,",2026-04-09T20:04:00.823Z,chetwarmund.bsky.social,"Even if you could predict the future... NVDA at ~10x 2030 earnings vs TSLA at ~40x. One is pricing in perfection, the other is already delivering. Our portfolio owns the one scaling with AI infrastructure demand.",TSLA earnings,at://did:plc:bigg4fvlcvmeeoivkgzmb2ub/app.bsky.feed.post/3mj3m4bjdr22h,False,True,False,True,2,high
TSLA_Q4_2023_2024-01-29,TSLA,"Tesla,",2026-04-08T01:42:06.820Z,amnesiac7.bsky.social,"#elonmusk #nazi #elon #musk #coward #money #hitlergruß #nazis #Grok #MechaHitler #xAI #TSLA #Tesla #tech #technology #fascist #fascism #SpaceX #kleptocracy #oligarchy #techbros #hate #white #auto #racism #racist #market #earnings #sales #us #usa #cars #autos #car

finance.yahoo.com/news/why-jpm...",TSLA earnings,at://did:plc:y7yn6avvk7uxb3epadhh3csj/app.bsky.feed.post/3mix62yqyp22o,False,True,False,True,2,high
TSLA_Q4_2023_2024-01-29,TSLA,"Tesla,",2026-04-07T17:40:25+00:00,evshift.bsky.social,"Tesla Drops 4% as EV Demand Fears, SpaceX IPO Uncertainty, April 22 Earnings Loom Large

https://www.evshift.com/433838/tesla-drops-4-as-ev-demand-fears-spacex-ipo-uncertainty-april-22-earnings-loom-large/

Tesla (TSLA) shares slid below $339 after the company reported Q1 2026 deliveries of …",TSLA earnings,at://did:plc:7dzisek6r5umenig45favjer/app.bsky.feed.post/3miwd5qltxh2z,False,True,False,True,2,high
TSLA_Q4_2023_2024-01-29,TSLA,"Tesla,",2026-04-07T01:15:39.923Z,amnesiac7.bsky.social,"#elonmusk #nazi #elon #musk #coward #money #hitlergruß #nazis #Grok #MechaHitler #xAI #TSLA #Tesla #tech #technology #fascist #fascism #SpaceX #kleptocracy #oligarchy #techbros #KKK #hate #white #auto #racism #racist #market #earnings #sales #us #usa #cars #autos #car

qz.com/tesla-q1-202...",TSLA earnings,at://did:plc:y7yn6avvk7uxb3epadhh3csj/app.bsky.feed.post/3mium4rvyls2x,False,True,False,True,2,high
TSLA_Q4_2023_2024-01-29,TSLA,"Tesla,",2026-04-06T18:23:34.646+01:00,tickerade.bsky.social,"$TSLA may be poised for a bounce after strong Q4 earnings and delivery numbers, tied to Elon Musk's brand",TSLA earnings,at://did:plc:oljskneqvj4okbcnszkk2d2r/app.bsky.feed.post/3mitrqn5kiu2e,True,True,False,True,3,high
TSLA_Q4_2023_2024-01-29,TSLA,"Tesla,",2026-04-06T17:19:06.443Z,kautious.com,"TSLA debate widens: MS sees $415 on robotaxi/FSD; JPM stays UW at $145. Q1 delivered 358,023; energy 8.8 GWh vs 14.4 GWh cons pressured shares. Watch Apr. 22 earnings, Austin/June robotaxi rollout; support $356/$350, resistance $374/$388. $TSLA #EVs",TSLA earnings,at://did:plc:2aqybdhkgskcgdhm5gh3coqw/app.bsky.feed.post/3mitrinq7jg2h,True,True,False,True,3,high
TSLA_Q4_2023_2024-01-29,TSLA,"Tesla,",2026-04-06T16:22:33.308Z,randyclayton.bsky.social,"Yet still over 300 times earnings on falling sales and profits, which come from a business from which TSLA is pivoting.",TSLA earnings,at://did:plc:ow6xkmonsekkpmx6346vs4qu/app.bsky.feed.post/3mitodj3wvs2d,False,True,False,True,2,high
