event_id,ticker,company_name,created_at,author_handle,text_raw,query_used,post_uri,has_cashtag,has_plain_ticker,has_company,has_earnings_term,match_score,relevance_label
MSFT_Q4_2025_2025-07-30,MSFT,MICROSOFT CORP,2026-04-12T04:17:33.040Z,insiderdashboard.bsky.social,"$MSFT reported earnings today, this is their revenue breakdown compared to competitors.

See more at https://www.insiderdashboard.com/search?query=AAPL",MSFT earnings,at://did:plc:ap56m7pvnz4lnrtaguxiuawm/app.bsky.feed.post/3mjbimmwtpj27,True,True,False,True,3,high
MSFT_Q4_2025_2025-07-30,MSFT,MICROSOFT CORP,2026-04-11T06:15:31.956554Z,stockmaster70.bsky.social,"Micron Technology Rides AI Data Center Gravy Train - Investor's Business Daily ($GOOG $NVDA $MSFT)
Micron stock slid Thursday despite the memory-chip giant delivering a beat-and-raise fiscal third-quarter earnings report.",MSFT earnings,at://did:plc:xnqj7rzag6oazgj2gidiwyc6/app.bsky.feed.post/3mj76qpkclq2u,True,True,False,True,3,high
MSFT_Q4_2025_2025-07-30,MSFT,MICROSOFT CORP,2026-04-11T03:44:06.085Z,insiderdashboard.bsky.social,"$MSFT reported earnings today, this is their revenue breakdown compared to competitors.

See more at https://www.insiderdashboard.com/search?query=AAPL",MSFT earnings,at://did:plc:ap56m7pvnz4lnrtaguxiuawm/app.bsky.feed.post/3mj6wbvelpq27,True,True,False,True,3,high
MSFT_Q4_2025_2025-07-30,MSFT,MICROSOFT CORP,2026-04-10T15:41:15.073Z,insiderdashboard.bsky.social,"$MSFT reported earnings today, this is their revenue breakdown compared to competitors.

See more at https://www.insiderdashboard.com/search?query=AAPL",MSFT earnings,at://did:plc:ap56m7pvnz4lnrtaguxiuawm/app.bsky.feed.post/3mj5nvdkcu72h,True,True,False,True,3,high
MSFT_Q4_2025_2025-07-30,MSFT,MICROSOFT CORP,2026-04-10T09:11:42.515Z,badboyardie216.bsky.social,"No. MSFT is a slow mover and earnings plays are a toss up unless there is a beat on all ( Earnings, EPS, Forward guidance). Tech has been a slow fade as AI is not the hype once thought. And Data Centers, folk are getting cold on.",MSFT earnings,at://did:plc:bcfvxck5pgfwjpw2wt5mfjha/app.bsky.feed.post/3mj4y4rpft22o,False,True,False,True,2,high
MSFT_Q4_2025_2025-07-30,MSFT,MICROSOFT CORP,2026-04-10T04:14:46.800Z,insiderdashboard.bsky.social,"$MSFT reported earnings today, this is their revenue breakdown compared to competitors.

See more at https://www.insiderdashboard.com/search?query=AAPL",MSFT earnings,at://did:plc:ap56m7pvnz4lnrtaguxiuawm/app.bsky.feed.post/3mj4hjtouk525,True,True,False,True,3,high
MSFT_Q4_2025_2025-07-30,MSFT,MICROSOFT CORP,2026-04-07T03:35:12.078Z,hoon.bsky.social,"The insider rumor is that $MSFT is struggling. Their customers think Azure sucks, and Microsoft is trying to make up earnings by firing people and overrelying on AI to make up for fewer people.",MSFT earnings,at://did:plc:keibepgn3i4tqyjbdbwy43ue/app.bsky.feed.post/3miutwc7uac2w,True,True,False,True,3,high
MSFT_Q4_2025_2025-07-30,MSFT,MICROSOFT CORP,2026-04-06T15:37:38.619Z,insiderdashboard.bsky.social,"$MSFT reported earnings today, this is their revenue breakdown compared to competitors.

See more at https://www.insiderdashboard.com/search?query=AAPL",MSFT earnings,at://did:plc:ap56m7pvnz4lnrtaguxiuawm/app.bsky.feed.post/3mitlt7f5tn27,True,True,False,True,3,high
MSFT_Q4_2025_2025-07-30,MSFT,MICROSOFT CORP,2026-04-06T04:13:34.802Z,insiderdashboard.bsky.social,"$MSFT reported earnings today, this is their revenue breakdown compared to competitors.

See more at https://www.insiderdashboard.com/search?query=AAPL",MSFT earnings,at://did:plc:ap56m7pvnz4lnrtaguxiuawm/app.bsky.feed.post/3misflyxour2x,True,True,False,True,3,high
MSFT_Q4_2025_2025-07-30,MSFT,MICROSOFT CORP,2026-04-05T16:28:01.651+01:00,tickerade.bsky.social,"$MSFT reported strong Q1 earnings and invests heavily in AI, but still struggles with email issues affecting users, including NASA astronauts.",MSFT earnings,at://did:plc:oljskneqvj4okbcnszkk2d2r/app.bsky.feed.post/3mir2t3uxub26,True,True,False,True,3,high
